,genre,artist,song,lyrics,wordcount,nostopwordcount,positivewordcount,negativewordcount,neutralwordcount
313,Hip Hop/Rap,Young MC,Bust a Move,this heres a jam for all the fellas tryin to do what those ladies tell us get shot down cause youre overzealous play hard to get females get jealous ok smarty go to a party girls are scantily clad and showin body a chick walks by you wish you could sex her but youre standin on the wall like you was poindexter next days function high class luncheon food is served and youre stone cold munchin music comes on people start to dance but then you ate so much you nearly split your pants a girl starts walkin guys start gawkin sits down next to you and starts talkin says she wanna dance cause she likes the groove so come on fatso and just bust a move vocal scatting just bust a move youre on a mission and youre wishin someone could cure your lonely condition lookin for love in all the wrong places no fine girls just ugly faces from frustration first inclination is to become a monk and leave the situation but every dark tunnel has a lighter hope so dont hang yourself with a celibate rope new movies showin so youre goin could care less about the five youre blowin theatre gets dark just to start the show then you spot a fine woman sittin in your row shes dressed in yellow she says “hello come sit next to me you fine fellow” you run over there without a second to lose and what comes next hey bust a move if you want it you got it if you want it baby you got it just bust a move if you want it you got it if you want it baby you got it in the city ladies look pretty guys tell jokes so they can seem witty tell a funny joke just to get some play then you try to make a move and she says “no way” girls are fakin goodness sakin they want a man who brings home the bacon got no money and you got no car then you got no woman and there you are some girls are sophistic materialistic looking for a man makes them opportunistic theyre lyin on the beach perpetratin a tan so that a brother with money can be their man so on the beach youre strollin real highrollin everything you have is yours and not stolen a girl runs up with somethin to prove so dont just stand there bust a move if you want it you got it if you want it baby you got it just bust a move if you want it you got it if you want it baby you got it break it down for me fellas vocal scatting your best friend harry has a brother larry in five days from now hes gonna marry hes hopin you can make it there if you can ‘cause in the ceremony youll be the best man you say neato check your libido and roll to the church in your new tuxedo the bride walks down just to start the wedding and theres one more girl you wont be getting so you start thinkin then you start blinkin a bride maid looks and thinks that youre winkin she thinks youre kinda cute so she winks back and now youre feelin really fine cause the girl is stacked receptions jumpin bass is pumpin look at the girl and your heart starts thumpin says she wants to dance to a different groove now you know what to do g bust a move if you want it you got it if you want it baby you got it just bust a move if you want it you got it if you want it baby you got it move it boy vocal scatting,641,347,15,27,305
314,Hip Hop/Rap,De La Soul,Me Myself And I,"hit it now mirror mirror on the wall tell me mirror what is wrong can it be my de la clothes or is it just my de la song what i do ain't makebelieve people say i sit and try when it comes to being de la it's just me myself and i it's just me myself and i it's just me myself and i it's just me myself and i now you tease my plug one style and my plug one spectacles you say plug one and two are hippies no we're not that's pure plug bull always pushing that we've formed an image there's no need to lie when it comes to being plug one it's just me myself and i it's just me myself and i it's just me myself and i it's just me myself and i proud i'm proud of what i am poems i speak are plug two type please oh please let plug two be himself not what you read or write right is wrong when hype is written on the soul de la that is style is surely our own thing not the false disguise of showbiz de la soul is from the soul and this fact i can't deny strictly from the dan called stuckie and from me myself and i it's just me myself and i it's just me myself and i it's just me myself and i glory glory hallelu glory for plugs one and two but that glory's been denied by kizids and dookie eyes people think they dis my person by stating i'm darkly pack i know this so i point at q tip and he states ""black is black"" mirror mirror on the wall shovel chestnuts in my path please keep on up with the nuts so i don't get in aftermath but if i do i'll calmly punch them in the fourth day of july 'cause they tried to mess with third degree that's me myself and i it's just me myself and i it's just me myself and i it's just me myself and i",379,160,8,11,141
315,Hip Hop/Rap,Geto Boys,Mind Playing Tricks on Me,"produced by scarface  intro scarface i sit alone in my fourcornered room staring at candles oh that shit is on let me drop some shit like this here real smooth  scarface at night i can't sleep i toss and turn candlesticks in the dark visions of bodies being burned four walls just staring at a nigga i'm paranoid sleeping with my finger on the trigger my mother's always stressin' i ain't living right but i ain't going out without a fight see every time my eyes close i start sweating and blood starts coming out my nose it's somebody watching the ak' but i don't know who it is so i'm watching my back i can see him when i'm deep in the covers when i awake i don't see the motherfucker he owns a black hat like i own a black suit and a 'caine like my own some might say ""take a chill b"" but fuck that shit there's a nigga trying to kill me i'm poppin' in the clip when the wind blows every 20 seconds got me peeping out my window investigating the joint for traps checking my telephone for taps i'm staring at the woman on the corner it's fucked up when your mind's playing tricks on ya  willie d i make big money i drive big cars everybody know me; it's like i'm a movie star but late at night something ain't right i feel i'm being tailed by the same sucker's headlights is it that fool that i ran off the block or is it that nigga last week that i shot or is it the one i beat for 5000 dollars thought he had 'caine but it was gold medal flour reached under my seat grabbed my popper for the suckers ain't no use to me lying i was scareder than a motherfucker hooked a left into popeye's and bailed out quick if it's going down let's get this shit over with here they come just like i figured i got my hand on the motherfucking trigger what i saw'll make your ass start gigglin' three blind crippled and crazy senior citizens i live by the sword i take my boys everywhere i go because i'm paranoid i keep looking over my shoulder and peeping around corners; my mind is playing tricks on me  scarface day by day it's more impossible to cope i feel like i'm the one that's doing dope can't keep a steady hand because i'm nervous every sunday morning i'm in service praying for forgiveness and tryin' to find an exit out the business i know the lord is looking at me but yet and still it's hard for me to feel happy i often drift while i drive having fatal thoughts of suicide bang and get it over with and then i'm worryfree but that's bullshit i got a little boy to look after and if i died then my child would be a bastard i had a woman down with me but to me it seemed like she was down to get me she helped me out in this shit but to me she was just another bitch now she's back with her mother now i'm realizing that i love her now i'm feeling lonely my mind is playing tricks on me verse 4 bushwick bill this year halloween fell on a weekend me and geto boys are trickortreatin' robbing little kids for bags till a law man got behind our ass so we speeded up the pace took a look back and he was right before our face he'd be in for a squabble no doubt so i swung and hit the nigga in his mouth he was going down we figured but this wasn't no ordinary nigga he stood about six or seven feet now that's the nigga i'd be seeing in my sleep so we tripleteamed on him dropping them motherfucking b's on him the more i swung the more blood flew then he disappeared and my boys disappeared too then i felt just like a fiend it wasn't even close to halloween it was dark as fuck on the streets my hands were all bloody from punching on the concrete god damn homie my mind is playing tricks on me",772,397,17,37,343
316,Hip Hop/Rap,Method Man F/ Mary J. Blige,You're All I Need (Puff Daddy Remix),"method man f/ mary j blige miscellaneous you're all i need puff daddy remix intro method man  rugged style it's enough to make a hardrock smile ha ha ha cheeba cheeba y'all cheeba cheeba y'all and you don't stop yeah yeah cootie in the chair cheeba cheeba y'all and you don't stop yeah yeah cootie in the check tical  mary j blige sample notorious big  you're all i need lie together cry together i swear to god i hope we fuckin die together to get by ahhhhh you're all i need lie together cry together i swear to god i hope we fuckin die together to get by ahhhhh  verse one  shorty i'm there for you anytime you need me for real girl it's me in your world believe me nuttin make a man feel better than a woman queen with a crown that be down for whatever there are few things that's forever my lady we can make war or make babies back when i was nothin you made a brother feel like he was somethin that's why i'm with you to this day boo no frontin even when the skies were gray you would rub me on my back and say ""baby it'll be okay"" now that's real to a brother like me baby never ever give my cootie away and keep it tight aight and i'ma walk these dogs so we can live in a fat ass crib with thousands of kids word life you don't need a ring to be my wife just be there for me and i'ma make sure we be livin in the effin lap of luxury i'm realizing that you didn't have to funk wit me but you did now i'm going all out kid and i got mad love to give you my nigga    interlude mary j blige  like sweet morning dew i took one look at you and it was plain to see you were my destiny with you i'll spend my time i'll dedicate my life i'll sacrifice for you dedicate my life for you  verse two  i got a love jonz for your body and your skin tone five minutes alone i'm already on the bone plus i love the fact you got a mind of your own no need to shop around you got the good stuff at home even if i'm locked up north you in the world wrapped in threefourths of cloth never showin your stuff off boo it be true me for you that's how it is i be your noah you be my wiz i'm your mister you my mrs with hugs and kisses valentine cards and birthday wishes please be on another level of planning of understanding the bond between man and woman and child the highest elevation cuz we above all that romance crap just show your love  starts during the end of verse two repeats until end  method man  i'm sick of police ha ha ha cheeba cheeba y'all and you don't stop yeah yeah cootie in the tical cheeba cheeba y'all and you don't stop yeah yeah cootie in the chair tical cheeba cheeba y'all and you don't stop yeah yeah cootie in the chair tical mary j raw and methtical {like sweet morning dew} yeah yeah {i took one look at you} cootie in the chair tical {and it was plain to see} cheeba cheeba y'all {you were my destiny baby} cheeba cheeba y'all cheeba cheeba y'all bring it on yeah what's that shit that they be smoking  no romance without finance for now baby please ninetyfive ticallion stallion ha ha ha ha man woman and child yeah  {anything you need anything you need}",657,379,17,13,349
317,Hip Hop/Rap,50 CENT,"Hate It Or Love It (G-Unit Remix) (Featuring The Game, Tony Yayo, Young Buck and Lloyd Banks)","yeah let's take 'em back uhhuh comin' up i was confused my mommy kissin' a girl confusion occurs comin' up in the cold world daddy ain't around probably out committin' felonies my favorite rapper used to sing ""check check out 'my melody'"" i wanna live good so shit i sell dope for a four finger ring one of them gold ropes nana told me if i passed i'd get a sheepskin coat if i can move a few packs i'd get the hat now that'd be dope tossed and turned in my sleep that night woke up the next mornin' niggaz had stolen my bike different day same shit ain't nothin' good in the hood i'd run away from this bitch and never come back if i could hate it or love it the underdog's on top and i'm gon' shine homey until my heart stop go 'head envy me i'm rap's mvp and i ain't goin' nowhere so you can get to know me hate it or love it the underdog's on top and i'm gon' shine homey until my heart stop go 'head envy me i'm rap's mvp and i ain't goin' nowhere so you can get to know me i told dre from the gate ""i'd carry the heat for ya"" first mixtape song i inherited beef for ya gritted my teeth for ya gggg for ya put compton on my back when you in need of soldiers at my last show i threw away my nwa gold i had the whole crowd yellin' ""free yayo"" so niggaz better get up outta mine for i creep and turn your projects into columbine and i'm rap's mvp don't make me remind y'all what happened in dc this nigga ain't gotti he pretend mad at us 'cause ashanti got a new boyfriend and it seems your lil' rat turned out to be a mouse this beef shit is for the birds and the birds fly south even young buck can vouch when the doubts was out who gave the west coast mouthtomouth hate it or love it the underdog's on top and i'm gon' shine homey until my heart stop go 'head envy me i'm rap's mvp and i ain't goin' nowhere so you can get to know me hate it or love it the underdog's on top and i'm gon' shine homey until my heart stop go 'head envy me i'm rap's mvp and i ain't goin' nowhere so you can get to know me from the beginnin' to the end losers lose winners win this is real we ain't got to pretend the cold world that we in is full of pressure and pain i thought it would change it's stayin' the same how many of them boys is witcha' when you had that little tv you had to hit on to get a picture i'm walking with a snub 'cause niggaz do a lot of slick talkin' in the club 'til they coughin' on the rug ain't never had much but a walkman and a bud my role model is gone snortin' up his drug bad enough they want me to choke my boy just got poked in the throat now it's an auggie shirt and my coat now i'm speedin' reminiscin' holdin' my weed in never listen if i see him i'ma lift 'em and maybe that'll even the score but if not it'll be me on the floor hate it or love it the underdog's on top and i'm gon' shine homey until my heart stop go 'head envy me i'm rap's mvp and i ain't goin' nowhere so you can get to know me hate it or love it the underdog's on top and i'm gon' shine homey until my heart stop go 'head envy me i'm rap's mvp and i ain't goin' nowhere so you can get to know me i started out at 15 scared as hell i took 30 off a pack and made them sales as a youth man i used to hustle for loot with that lil' deucedeuce and my triple fat goose sippin 'easy jesus' rockin' a leases my momma wit me when she found my pieces i look back on life thank god i'm blessed we the best on the planet so forget the rest you know i'm still nice with my cook game look man it's a hood thang that's why i'm loved in brooklyn i handle mine just like a real nigga should if i do some time homey i'm still all good let me show you what a thug 'bout i'm born to die i took the bullets outta 50 put 'em in my fo'five and i ain't even got my feet wet yet a seven figure nigga who ain't seen a royalty check hate it or love it the underdog's on top and i'm gon' shine homey until my heart stop go 'head envy me i'm rap's mvp and i ain't goin' nowhere so you can get to know me hate it or love it the underdog's on top and i'm gon' shine homey until my heart stop go 'head envy me i'm rap's mvp and i ain't goin' nowhere so you can get to know me",988,579,50,45,484
318,Hip Hop/Rap,Ludacris,"What's Your Fantasy""(feat. Shawna","ludacris miscellaneous what's your fantasy""feat shawna ludacris yeah yeah yeah yeah give it to me now give it to me now give it to me now give it to me now shawna yeah yeah yeah yeah give it to me now give it to me now give it to me now  ludacris then shawna i wanna lilililick you from yo' head to yo' toes and i wanna move from the bed down to the down to the to the flo' then i wanna ahh ahh you make it so good i don't wanna leave but i gotta knknknknow whatwhat's your fantatasy ludacris i wanna get you in the georgia dome on the fifty yard line while the dirty birds kick for t'ree and if you like in the club we can do it in the dj booth or in the back of the vip whipped cream with cherries and strawberries on top lick it don't stop keep the door locked while the boat rock we gobots and robots so they gotta wait til the show stop or how 'bout on the beach with black sand lick up your thigh then call me the pac man table top or just give me a lap dance the rock to the park to the point to the flatlands that man ludacris woo in the public bathroom or in back of a classroom how ever you want it lover lover gonna tap that ass soon see i cast 'em and i past 'em get a tight grip and i grasp 'em i flash 'em and out last 'em and if ain't good then i trash 'em while you stash 'em i'll let 'em free and the tell me what they fantasy like up on the roof roof tell yo boyfriend not to be mad at me  ludacris i wanna get you in the bath tub with the candle lit you give it up till they go out or we can do it on stage of the ludacris concert cause you know i got sold out or red carpet dick could just roll out go 'head and scream you can't hold out we can do it in the pouring rain runnin the train when it's hot or cold out how 'bout in the library on top of books but you can't be too loud you wanna make a brother beg for it give me tlc 'cause you know i be too proud we can do it in the white house tryna make them turn the lights out champaign with my campaign let me do the damn thing what's my name what's my name what's my name a sauna jacuzzi in the back row at the movie you can stratch my back and rule me you can push me or just pull me on hay in middle of the barn woo rose pedals on the silk sheets uh eating fresh fruits sweep yo woman right off her feet  ludacris i wanna get you in the back seat windows up that's the way you like to fuck clogged up fog alert rip the pants and rip the shirt ruff sex make it hurt in the garden all in the dir roll around georgia brown that's the way i like it twerk legs jerk overworked underpaid but don't be afraid in the sun or up in the shade on the top of my escalade maybe your girl and my friend can trade; tag team off the ropes on the ocean or in the boat factories or on hundred spokes what about up in the candy sto' that chocolate chocolate make it melt whips and chains handcuffs smack a little booty up with my belt scream help play my game; dracula man i'll get my fangs horseback and i'll get my reigns school teacher let me get my brains  4x",677,351,20,21,310
319,Hip Hop/Rap,Busta Rhymes,Woo Hah!! Got You All In Check,yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah when i step up in the place ay yo i step correct woo hah got you all in check i got that head nod shit make you break your neck woo hah i got you all in check and you know we come through to wreck the disco tech woo hah i got you all in check throw your hands up in the air don't ever disrespect woo hah i got you all in check busta rhymes up in the place true indeed yes i catch wreck and that's word on my seed i guarantee to give you what you need one blood everybody like junior reid wake up every morning yo i must up seed nationwide dark horse make the world stampede yo really let me roll some weed mad charged nigga now i must proceed yo we 'bout to make you set speed peace to baby phife qtip ali shaheed watch me knock you out like apollo creed body blow bustin' your shit making you bleed just feed off dynamic flows an take heed need more information homeboy then just read ay ya you can read all about the pure breed do the bogle dance i'll do the pepper seed when i step up in the place ay yo i step correct woo hah got you all in check i got that head nod shit make you break your neck woo hah i got you all in check and you know we come through to wreck the disco tech woo hah i got you all in check throw your hands up in the air don't ever disrespect woo hah i got you all in check how dare you ever try to step on my suede shoes top gun shut down your firm like tom cruise please let me get down and blow a fuse actin' fool breakin' shit down to molecules yo let me hit you with my ill street blues busta rhymes always headlines the street news woohah yo baby girl don't be confused sail my seven seas and enjoy my boat cruise i know you really want to know who's comin' through leaving bloodstains and residues sorry homeboy but your flow sounds used gotta pay your dues baby you know the rules whenever i travel the world i land cruise if you choose to fuck around you get bruised now i got you gassed on super unleaded fuels get me through give me some space you excuse when i step up in the place ay yo i step correct woo hah got you all in check i got that head nod shit make you break your neck woo hah i got you all in check and you know we come through to wreck the disco tech woo hah i got you all in check throw your hands up in the air don't ever disrespect woo hah i got you all in check you now rockin' wit the best the boy scout is who i be flip mode is the sqiddaud hah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yo which muthafucka stole my flow eenie meenie miney mo throw that type of nigga right out my window blast your ass hit you with my direct blow bo coming through like gi joe star wars movie deal like han solo make you bounce around like this was calypso always shine 'cause i got the high pro glow you think that you can hide you think you can lay low roll up on your ass like hawaii 50 mad out with my dreads in my kango forget the moet nigga just pass the cisco yo take a trip down to mexico come back with that shit that might make you psycho maximum frequencies through your stereo sorry this is it but homeboy i got to go when i step up in the place ay yo i step correct woo hah got you all in check i got that head nod shit make you break your neck woo hah i got you all in check and you know we come through to wreck the disco tech woo hah i got you all in check throw your hands up in the air don't ever disrespect woo hah i got you all in check hah yo yo yay yo yay yo yo yay yay yo yay yay,793,494,44,38,412
320,Hip Hop/Rap,Doug E. Fresh,The Show,note d doug e fresh r mc ricky d aka slick rick b both g get fresh crew intro ladies and gentlemanthe most exciting stage show you've ever witnessedappearing livedoug e fresh and the get fresh crew  r excuse me doug e fresh d yes r have you ever seen a show with fellas on the mic with one minute rhymes that don't come out right they bite d they never write r that's not polite am i lyin' d no you're quite right r well tonight on this very mic you're about to hear b we swear the best darn rappers of the year r so d so r cheerio d yell r scream b bravo also if you didn't know this is called the show  r ayo doug d what r put ya bally's on d yo rick i was about to but i need a shoehorn r why d because these shoes always hurt my corns r six minutessix minutessix minutes doug e fresh you're on uh uh on uh uh on uh uhuh uhuh uh uh on uh uh on uh uh on uh uhuh uhuh uh uh on ooh ooh ooh uh uh on d here we go g here we go d come on g come on d ahere we go g here we go d come on g come on d yo where's will and barr r well i don't know they're late told em them the timeoh i forgot the date d man you did it again oh no g no here we go come on here we go come on here we go did we miss the show d nuh nuh na nana no we didn't r word d nuh nana nana nana no we didn't r wwwword d no we didn't r well don't get us wrong 'scuse me doug e 'scuse me doug e 'scuse me doug e fresh you're on uh uh on  d well it started up on 8th avenue when i made up the name called the g get fresh crew d it was me my two dj's chill will and barry b and my right hand man ricky d i used to rap and sing makes sounds and things and for example here's a telephone ring r hello is doug e fresh in d no he's not in right now d but anyway no more delay just check out the new style i display now ya gotta be fresh to rock with fresh and i'm dougie fresh and i'm known for the fx doug e style beatbox not for the fx fat boys style beatbox the human beatbox or the entertainer no other title could fit me plainer in a passing generation i am a remainer and i'm also known as the beatbox trainer cashin' checks make sound fx and after i finish rockin' slick rick is on next r ya know it d slick rick r well here's a little somethin' that needs to be heard doug i was goin' downtown d word rick r word d sure r all alone noone to be with stepped on the dtrain at 205th i saw a pretty girl d so r so i sat beside her then she went fx roar like she was tony the tiger i said oh no there's been a mistake honey my name's slick rick not frostie flakes d oh golly wally r she was raisin' hell she said oh my name is maggie but call me michelle michelle ma belle sont les mots qui vont tres bien ensemble tres bien ensemble bust a move we show and prove ayo doug do that record jam on the groove  d as you can see most definitely we are fresh chill will fresh barry b is fresh ricky d is fresh and i am the original human beatbox the entertainer doug e fresh,682,399,36,13,350
321,Hip Hop/Rap,Lil Kim,"Money, Power, Respect","lil' kim miscellaneous money power respect  intro lil' kim see i believe in money power and respect first you the money then you get the motherfkin' power and after you get the fkin' power you get the fkin' niaz to respect you  lil' kim it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect you can sleep at night you'll see the light it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect money power respect money power respect verse one sheek aye yo my whole click bout it bout it we take yours while you pout about it truck step out the horace wanna crowd around it you can see me on optimum tv or in the bathroom turn the light out scream bloody mary one two three sheek ain't ya usual friend but i can set you up like kaiser walk straight up the end i'm done with ice and charms i'm tryin' to ice my whole caskit when i'm gone pull up with class on the don once i meet 'em i greet 'em kiss his feet for freedom tell him thank you lord cause on earth i was getttin' bored now resurect me back to this cat called sheek so i can make this album get back the cats that's weak 230 6'2"" need funds from you that's like a cat versus a pitbull gun no flip for keep hunger and plan for the future cause you figure you gon' be older when way longer then ya gon' be younger  lil' kim it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect you can sleep at night you'll see the light it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect money power respect money power respect it's the key to life verse two styles clock tickin' only time can tell how the clock tick i really love here but i'm still a hostage two personallities check the posture smoke out the mouth clear out the nostrals thinkin' death the life seems scarey i'm passin' graveyards seeing people hail mary i ain't chillin' till i'm out parash you and race my man in mild climate called out ten diamonds twenty five thousand a peice fk streets tryin' to own the island forget about woulin' tri ridin' in the car that be glidin' if i should you were i lived you would think i was hottest sling dick to the chicks who that don't speak english wake up to trinidad like fin' i'm rich come back probably jet live on set if you can sht go out and spit bragoits  lil' kim overlaps last line it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect you can sleep at night you'll see the light it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect money power respect money power respect verse three jadakiss yo yo yo yo yo nuttin' but the hotness whenever we drop this monotnis for ya'll to keep hatin' cause ya'll never gon' stop us i keep my rocks spotless and my hos topless take time try to figure out who the lox is spare no one keep rhymes like shogun you scared to blow one get robbed with your own guns if i don't respect you i'ma check you and if i don't kiss you i'm gon' peck you right before i wet you i sneeze on tracks and bless you i'm special and if you like workin' out then i'm gon' strech you hustilin' is dead but we still get red turn the spots in the bakery to give back bread and ya'll said my money spent but it's in the bed so when the feds come the dogs can't get a scent and my story self explainitory that i'm the hotess thing on the streets and ya'll ain't got nothing for me  lil' kim it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect you can sleep at night you'll see the light it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect money power respect money power respect verse four dmx arff arff this is the beat that i can freak it just drop the reals plus the nia with the ill ya'll niaz know my skills ask from the grills get 'em up spit 'em up red 'em up then watch them come get 'em up set 'em up rather do dirt then get dirt bch i make ya sht hurt then step back like i did work this ain't no fuin' game what'cha think i'm playin' till you layin' so where the junkyard decayin' moms at home prayin' till you comin' home but you not just sittin' up in the trunk startin' to rot and hell is hot only cause i'm here now baby it's goin' down baby peep the four pound baby and let off up in a na specially if he think he bigga then my motherfuckin' trigga did i can i get mine is it gone dmx representin' one time it's on  lil' kim overlaps last line it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect you can sleep at night you'll see the light it's the key to life money power respect that you need in life money power respect you'll be eatin' right money power respect money power respect money power respect",1119,714,72,20,622
322,Hip Hop/Rap,LL COOL J,I Need Love,when i'm alone in my room sometimes i stare at the wall and in the back of my mind i hear my conscience call telling me i need a girl who's as sweet as a dove for the first time in my life i see i need love there i was giggling about the games that i had played with many hearts and i'm not saying no names then the thought occurred tear drops made my eyes burn 'coz i said to myself look what you've done to her i can feel it inside i can't explain how it feels all i know is that i'll never dish another raw deal playing make believe pret that i'm true holding in my laugh as i say that i love you saying amor kissing you on the ear whispering i love you and i'll always be here although i often reminisce i can't believe that i found a desire for true love floating around inside my soul because my soul is cold and half of me deserves to be this way till i'm old but the other half needs affection and joy and the warmth that is created by a girl and a boy i need love i need love romance sheer delight how sweet i gotta find me a girl to make my life complete you can scratch my back we'll get cozy and huddle i'll lay down my jacket so you can walk over a puddle i'll give you a rose pull out your chair before we eat kiss you on the cheek and say ooo girl you're so sweet it's deja vu whenever i'm with you i could go on forever telling you what i do but where you at you're neither here or there i swear i can't find you anywhere damn sure you ain't in my closet or under my rug this love search is really making me bug and if you know who you are why don't you make yourself seen take the chance with my love and you'll find out what i mean fantasy's can run but they can't hide and when i find you i'm gon' pour all my love inside i need love i need love i wanna kiss you hold you never scold you just love you suck on you neck caress you and rub you grind moan and never be alone if you're not standing next to me you're on the phone can't you hear it in my voice i need love bad i've got money but love's something i've never had i need your ruby red lips sweet face and all i love you more than a man who's ten feet tall i'd watch the sunrise in your eyes we're so in love when we hug we become paralyzed our bodies explode in ecstasy unreal you're as soft as a pillow and i'm as hard as steel it's like a dream land i can't lie i never been there maybe this is an experience that me and you can share clean and unsoiled yet sweaty and wet i swear to you this is something i'll never forget i need love i need love see what i mean i've changed i'm no longer a play boy on the run i need something that's stronger friendship trust honor respect admiration this whole experience has been such a revelation it's taught me love and how to be a real man to always be considerate and do all i can protect you you're my lady and you mean so much my body tingles all over from the slightest touch of your hand and understand i'll be frozen in time till we meet face to face and you tell me you're mine if i find you girl i swear i'll be a good man i'm not gonna leave it in destiny's hands i can't sit and wait for my princess to arrive i gotta struggle and fight to keep my dream alive i'll search the whole world for that special girl when i finally find you watch our love unfurl i need love i need love girl listen to me when i be sittin' in my room all alone staring at the wall fantasies they go through my mind and i've come to realize that i need true love and if you wanna give it to me girl make yourself seen i'll be waiting i love you,801,404,49,17,338
323,Hip Hop/Rap,Foxy Brown f/ Jay-Z,I'll Be,foxy brown f/ jayz miscellaneous i'll be that's right that's right how we do yeah i'll nana uh huh uh come on  what up pop brace yourself as i ride on top close your eyes as you rideright out your socks double lose his mind as he grind in the tunnel wanna gimme the cash he made off his last bundle nastygirl don't pass me the world i push to be not the backseat girl don't deep throat  she floats murder she wrote and keeps the heat close firm nigga we 'posed to be the illest on 3 coasts familie bigga than icos yeah danny devito small nigga that's all niggas no shark in this year raise it bigger 15 percent make the whole world sit up and take notice nana take over ya'll take hold it's through papa  1uh straight out the gate ya'll we drop hits tell me how nasty can you get all the way from the hood to your neck of the woods it's ripped one thing's for sure i'll be there rpt 1  i'm too live nasty as i wanna be don't shake your sassy ass in front of me before i take you there and tear your back out that shit aint happened since the mack was out i'm rollin' for lana dripped in gabbana 90's style your finest style right away it's the fit wanna taste the shit put me on a basin throw ya face in it fa nana ya'll can't toucha my sex drive all night like a trucker let alone the skills i posess and ya'll gone see by these mil's i posess never settle for less i'm in excess not inexpensive dvs to the 2 thats just the way i'm built nastywhat classy still rpt 1  well you can ho what i got roll wit the rock fella capo in the candy apple drop will tears fall to your ears if i dont stop can ya throw it like a quarterbackthird in the lot  dig menow get your lot like biggie like irv in the spot word middie the cop 'n biddiei'm the bomdigi punana sexy brown thinguh maddonya make 'em turn over from the fullcourt pressure to undress ya and shit all over your asses i ain't playin' knockin' out at the i'm seein' so what's the sense in delayin' i'm tryin to run g from the pm to the am i saw your little thing now im swayin' ok in rpt 1,455,273,13,14,246
324,Hip Hop/Rap,Ol' Dirty Bastard,Shimmy Shimmy Ya,oh fuck you can't even sing ooh baby i like it raw yeah baby i like it raw ooh baby i like it raw yeah baby i like it raw shimmy shimmy ya shimmy yam shimmy yay gimme the mic so i can take it away off on a natural charge bon voyage yeah from the home of the dodgers brooklyn squad wutang killer bees on a swarm rain on ya dollar's ass disco dorm for you to even touch my skill you gotta have the one killer bee and he ain't gonna kill now chop that down pass it all around lyrics get hard quick cement to the ground for any mc in any 52 states i gets psycho killer norman bates my producer slam my flow is like bam jump on stage and then i dundaah i like the way you come ooh baby i like it raw yeah baby i like it raw ooh baby i like it raw yeah baby i like it raw hey baby i like it raw yeah baby i like it raw ooh baby i like it raw yeah baby i like it raw shishimmy shimmy ya shimmy yam shimmy yay gimme the mic so i can take it away off on a natural charge bon voyage yeah from the home of the dodgers brooklyn squad wutang killer bees on a swarm rain on ya dollar's ass disco dorm for you to even touch my skill you gotta have the one killer bee and he ain't gonna kill now chop that down pass it all around lyrics get hard quick cement to the ground for any mc in any 52 states i gets psycho killer norman bates my producer slam sharp like bam jump on stage and then i dundaah shishimmy shimmy ya yeah shishishimmy shimmy ya shimmy yam shimmy yay shishimmy shimmy ya shimmy yam shimmy yay shishishimmy shishimmy shimmy ya shimmy yam shimmy yay shishimmy shishimmy shimmy ya shimmy yam shimmy yay gimme the mic so i can take it away shimmy shimmy ya,356,236,24,33,179
