,genre,artist,song,lyrics
64,Rhythm and Blues,The Sugar Hill Gang,Rapper's Delight,"i saida hip hop the hippie the hippie to the hip hip hopa you dont stop the rock it to the bangbang boogie say up jump the boogie to the rhythm of the boogie the beat now what you hear is not a test im rappin to the beat and me the groove and my friends are gonna try to move your feet see i am wonder mike and id like to say hello to the black to the white the red and the brown the purple and yellow but first i gotta bang bang the boogie to the boogie say up jump the boogie to the bang bang boogie lets rock you dont stop rock the riddle that will make your body rock well so far youve heard my voice but i brought two friends along and next on the mic is my man hank come on hank sing that song check it out im the casantheova and the rest is fly ysee i go by the code of the doctor of the mix and these reasons ill tell ya why ysee im sixfootone and im tons of fun and i dress to a t ysee i got more clothes than muhammad ali and i dress so viciously i got bodyguards i got two big cars that definitely aint the wack i got a lincoln continental and a sunroof cadillac so after school i take a dip in the pool which is really on the wall i got a color tv so i can see the knicks play basketball hear me talkin bout checkbooks credit cards more money than a sucker could ever spend but i wouldnt give a sucker or a bum from the rucker not a dime till i made it again ygo hotel motel whatcha gonna do today say what ysay im gonna get a fly girl gonna get some spankin drive off in a def oj everybody go hotel motel holiday inn say if your girl starts actin up then you take her friend master gee am i mellow its on you so what you gonna do well its on n on n on on n on the beat dont stop until the break of dawn i said mas ter a g with a double e i said i go by the unforgettable name of the man they call the master gee well my name is known all over the world by all the foxy ladies and the pretty girls im goin down in history as the baddest rapper there ever could be now im feelin the highs and ya feelin the lows the beat starts gettin into your toes ya start poppin ya fingers and stompin your feet and movin your body while youre sittin in your seat and then damn ya start doin the freak i said damn right outta your seat then ya throw your hands high in the air ya rockin to the rhythm shake your derriere ya rockin to the beat without a care with the sure shot mcs for the affair now im not as tall as the rest of the gang but i rap to the beat just the same i got a little face and a pair of brown eyes all im here to do ladies is hypnotize singin on n n on n on n on the beat dont stop until the break of dawn singin on n n on n on on n on like a hot buttered a pop da pop da pop dibbie dibbie pop da pop pop ya dont dare stop come alive yall gimme what ya got i guess by now you can take a hunch and find that i am the baby of the bunch but thats okay i still keep in stride cause all im here to do is just wiggle your behind singin on n n on n on n on the beat dont stop until the break of dawn singin on n n on n on on n on rock rock yall throw it on the floor im gonna freak ya here im gonna feak ya there im gonna move you outta this atmosphere cause im one of a kind and ill shock your mind ill put tttickets in your behind i said 1234 come on girls get on the floor acome alive yall agimme what ya got cause im guaranteed to make you rock i said 1234 tell me wonder mike what are you waitin for i saida hip hop the hippie to the hippie the hip hip hopa you dont stop the rock it to the bang bang boogie say up jump the boogie to the rhythm of the boogie the beat skiddlee beebopa we rock a scoobie doo and guess what america we love you cause ya rock and ya roll with so much soul you could rock till youre a hundred and one years old i dont mean to brag i dont mean to boast but we like hot butter on our breakfast toast rock it up baby bubbah baby bubbah to the boogie da bang bang da boogie to the beat beat its so unique come on everybody and dance to the beat i saida hip hop the hippie the hippie to the hip hip hopa you dont stop rock it out baby bubbah to the boogie da bang bang the boogie to the boogie da beat i said i cant wait till the end of the week when im rappin to the rhythm of a groovy beat and attempt to raise your body heat just blow your mind so that you cant speak and do a thing but a rock and shuffle your feet and let it change up to a dance called the freak and when ya finally do come in to your rhythmic beat rest a little while so ya dont get weak i know a man named hank he has more rhymes than a serious bank so come on hank sing that song to the rhythm of the boogie da bang bang da bong well im imp the dimp the ladies pimp the women fight for my delight but im the grandmaster with the three mcs that shock the house for the young ladies and when you come inside into the front you do the freak spank and do the bump and when the sucker mcs try to prove a point were treacherous trio were the serious joint afrom suntosun and from daytoday i sit down and write a brand new rhyme because they say that miracles never cease ive created a devastating masterpiece im gonna rock the mic till you cant resist everybody i say it goes like this well i was comin home late one dark afternoon a reporter stopped me for a interview she said shes heard stories and shes heard fables that im vicious on the mic and the turntables this young reporter i did adore so i rocked a vicious rhyme like i never did before she said ""damn fly guy im in love with you the cassanova legend must have been true"" i said ""by the way baby whats your name"" said ""i go by the name of lois lane and you could be my boyfriend you surely can just let me quit my boyfriend called superman"" i said ""hes a fairy i do suppose flyin through the air in pantyhose he may be very sexy or even cute but he looks like a sucker in a blue and red suit"" i said ""you need a man whos got finesse and his whole name across his chest he may be able to fly all through the night but can he rock a party till the early light he cant satisfy you with his little worm but i can bust you out with my super sperm"" i gon do it i gon do it i gon do it do it do it and im here and im there im big bank hank im everywhere just throw your hands up in the air and party hardy like you just dont care lets do it dont stop yall atick atock yall you dont stop go hotel motel what you gonna do today say what im gonna get a fly girl gonna get some spank drive off in a def oj everybody go hotel motel holiday inn you say if your girl starts actin up then you take her friend i say skip dive what can i say i cant fit em all inside my oj so i just take half and bust them out i give the rest to master gee so he could shock the house it was twelve oclock one friday night i was rockin to the beat and feelin all right everybody was dancin on the floor doin all the things they never did before and then this fly fly girl with a sexy lean she came into the bar she came into the scene as she traveled deeper inside the room all the fellas checked out her white sasoons she came up to the table looked into my eyes then she turned around and shook her behind so i said to myself ""its time for me to release my vicious rhyme i call my masterpiece"" and now people in the house this is just for you a little rap to make you boogaloo now the group ya hear is called phase two and let me tell ya somethin were a helluva crew once a week were on the street just acuttin the jams and making it free for you to party ya got to have the moves so well get right down and give you a groove for you to dance you gotta get hype so well get right down and make you rock now the systems on and the girls are there ya definitely have a rockin affair but let me tell ya somethin theres still one fact that to have a party ya got to have a rap so when the partys over youre makin it home and tryin to sleep before the break of dawn and while ya sleepin ya start to dream and thinkin how ya danced on the disco scene my name appears in your mind yeah a name you know that was right on time it was phase two just adoin a do rockin ya down cause ya know we could to the rhythm of the beat that makes ya freak come alive girls get on your feet to the rhythm of the beat to the beat the beat to the double beat beat that it makes ya freak to the rhythm of the beat that says ya go on on n on into the break of dawn now i got a man comin on right now hes guaranteed to throw down he goes by the name of wonder mike come on wonder mike do what ya like like a can of beer thats sweeter than honey like a millionaire that has no money like a rainy day that is not wet like a gamblin fiend that does not bet like dracula without his fangs like the boogie to the boogie without the boogie bang like collard greens that dont taste good like a tree thats not made out of wood like goin up and not comin down is just like the beat without the sound no sound to the beat beat ya do the freak everybody just rock and dance to the beat have you ever went over a friends house to eat and the food just aint no good i mean the macaronis soggy the peas are mushed and the chicken tastes like wood so you try to play it off like you think you can by sayin that youre full and then your friend says ""momma hes just being polite he aint finished uh uh thats bull"" so your heart starts pumpin and you think of a lie and you say that you already ate and your friend says ""man theres plenty of food"" so you pile some more on your plate while the stinky foods steamin your mind starts to dreamin of the moment that its time to leave and then you look at your plate and your chickens slowly rottin into something that looks like cheese oh so you say ""thats it i got to leave this place i dont care what these people think im just sittin here makin myself nauseous with this ugly food that stinks"" so you bust out the door while its still closed still sick from the food you ate and then you run to the store for quick relief from a bottle of kaopectate and then you call your friend two weeks later to see how he has been and he says ""i understand about the food baby bubbah but were still friends"" with a hip hop the hippie to the hippie the hip hipa hopa you dont stop the rockin to the bang bang boogie say up jump the boogie to the rhythm of the boogie the beat i say hank can ya rock can ya rock to the rhythm that just dont stop can ya hip me to the shoobie doo i said come on make the make the people move i go to the halls and then ring the bell because i am the man with the clientele and if ya ask me why i rock so well a big bang i got clientele and from the time i was only six years old i never forgot what i was told it was the best advice that i ever had it came from my wise dear old dad he said ""sit down punk i wanna talk to you and dont say a word until im through now theres a time to laugh a time to cry a time to live and a time to die a time to break and a time to chill to act civilized or act real ill but whatever ya do in your lifetime ynever let a mc steal your rhyme"" so from sixtysix to this very day ill always remember what he had to say so when the sucker mcs try to chump my style i let them know that im versatile i got style finesse and a little black book thats filled with rhymes and i know you wanna look but theres a thing that separates you from me and that is called originality because my rhymes are on from what you heard i didnt even bite and not a goddamn word and i say a little more later on tonight so the sucker mcs can bite all night atick atock yall abeat beat yall alets rock yall ya dont stop ya go hotel motel whatcha gonna do today say what ya say im gonna get a fly girl gonna get some spankin drive off in a def oj everybody go hotel motel holiday inn ya say if your girl starts actin up then you take her friends alike that yall to the beat yall beat beat yall ya dont stop amaster gee am i mellow its on you so whatcha gonna do well like johnny carson on the late show alike frankie crocker in stereo well like the barkays singin holy ghost the sounds to throw down theyre played the most its like my man captain sky whose name he earned with his super sperm we rock and we dont stop get off yall im here to give you whatcha got to the beat that it makes you freak and come alive girl get on your feet alike a perry mason without a case like farrah fawcett without her face like the barkays on the mic like gettin right down for you tonight like movin your body so ya dont know how right to the rhythm and throw down like comin alive to the master gee the brother who rocks so viciously i said the age of one my life begun at the age of two i was doin the do at the age of three it was you and me rockin to the sounds of the master gee at the age of four i was on the floor givin all the freaks what they bargained for at the age of five i didnt take no jive with the master gee its all the way live at the age of six i was apickin up sticks rappin to the beat my stick was fixed at the age of seven i was rockin in heaven dontcha know i went off i got right on down to the beat you see gettin right on down makin all the girls just take of their clothes to the beat the beat to the double beat beat that makes you freak at the age of eight i was really great cause every night you see i had a date at the age of nine i was right on time cause every night i had a party rhyme goin on n n on n on on n on the beat dont stop until the break of dawn asayin on n n on n on on n on like a hot buttered de pop de pop de pop asaying on n n on n on on n on i say you dont stop gimme what ya got cause im a helluva man when im on the mic i am the definite feast delight cause im a helluva man when im on the mic i am the definite feast delight come to the master gee you see the brother who rocks so viciously"
65,Rhythm and Blues,Gene Chandler,Duke of Earl,its the duke of earl… celebrating time ah you know who it is… freenation finally the one that takes me deeper soothingly the way you walk on water gently your voice is always sweeter sweeter your voice is always sweeter verilyly your smile is always purer lovely when i met you at the alter trulyly theres no one else like you i raise my glass to you you you because you drink from the water all of us we drink from the water together i like the way you show the ladder to higher and because of you we gather so thank the lord for you hip hip hip loke loke loke hip hip hip hey loke loke loke hip hip hip loke loke loke hip hip hip hey… hey hip hip hip loke loke loke hip hip hip loke loke loke hip hip hip loke loke loke hip hip hip we thank the lord for you ah so inspiring so that i keep admiring never tiring the way you keep on rising a life of glory un songs of victory dancing merrily you know we cant control it because you drink from the water all of us we drink from the water together i like the way you show the ladder to higher and because of you we gather so thank the lord for you 1… 2 double double glory double double favour double double anointing for all of them we say amen double double prosperity double double double double plenty plenty double double for all of them we say amen you are rising higher loke higher and higher loke you are greater loke higher oh loke you are moving forward loke making progress loke in every area loke loke loke hip hip hip loke loke loke hip hip hip loke loke loke hip hip hip loke loke loke hip hip hip to all of them we say amen hip hip hip loke loke loke hip hip hip hey… hey hip hip hip loke loke loke hip hip hip to all of them we say amen hip hip hip loke loke loke hip hip hip hey… hey hip hip hip loke loke loke hip hip hip we thank the lord for you you are moving forward making progress in every area loke loke hip hip hip hip hip hip loke loke hip hip hip hip hip hip loke loke you know whats up when we turn up freenation
66,Rhythm and Blues,Etta James,Tell Mama,you thought you had found a good girl one to love you and give you the world now you find that youve been misused talk to me ill do what you choose i want you to tell mama all about it tell mama what you need tell mama what you want and ill make everything alright that girl you had didnt have no sense she wasnt worth all the time that you spent she had another man throw you outdoors now the same man is wearing your clothes i want you to tell mama all about it tell mama what you need tell mama what you want and ill make everything alright tell me tell me now she would embarrass you anywhere shed let everybody know she didnt care give me a chance ive been beggin you and i just want to take care of you i want you to tell mama all about it tell mama what you need tell mama what you want tell mama what you want right now tell me tell your mom im your mama tell me what you want
67,Rhythm and Blues,Martha Reeves and The Vandellas,Jimmy Mack,jimmy mack jimmy oh jimmy mack when are you comin back oh jimmy mack jimmy oh jimmy mack when are you comin back my arms are missin you my lips feel the same way too ive tried so hard to be true like i promised id do but this boy keeps a comin round hes tryin to wear my resistance down hey jimmy jimmy oh jimmy mack when are you comin back jimmy jimmy oh jimmy mack you better he calls me on the phone about three times a day no my hearts not listen to what he has to say but this loneliness i have within keeps reachin out to be his friend hey jimmy jimmy oh jimmy mack when are you comin back jimmy jimmy oh jimmy mack you better hurry back need your lovin wont you hurry back need your lovin jimmy mack you better hurry back i wanna say im not gettin any stronger i cant hold back very much longer tryin hard to be true but jimmy he talks jus as sweet as you hey jimmy jimmy oh jimmy mack when are you comin back jimmy cant you hear me jimmy oh jimmy mack you better hurry back need your lovin jimmy mack need your lovin jimmy hey oh jimmy mack when are you comin back jimmy mack you better hurry back oh im not gettin any stronger i cant hold back very much longer jimmy mack you better hurry back
68,Rhythm and Blues,Wonder Stevie,Superstition,"wonder stevie miscellaneous superstition superstition by jeff beck very superstitious writings on the wall very superstitious ladders bout to fall thirteenmonthold baby broke the looking glass seven years of bad luck the good things in your past when you believe in things that you dont understand then you suffer superstition aint the way hey hey hey ooh very superstitious wash your face and hands rid me of the problem do all that you can keep me in a daydream keep me goin strong you dont wanna save me sad is my song when you believe in things that you dont understand then you suffer superstition aint the way hey hey hey very superstitious nothing more to say very superstitious the devils on his way thirteenmonthold baby broke the looking glass seven years of bad luck the good things in your past when you believe in things that you dont understand then you suffer superstition aint the way hey hey hey very superstitious  transcribed by rich kulawiec <a class""__cf_email__"" datacfemail""afdddcc4efcaccc181dfdaddcbdaca81cacbda"" href""/cdncgi/l/emailprotection"">email protected</a>"
69,Rhythm and Blues,Junior Walker and The All Stars,Shotgun,i said shotgun shoot em for he runs now do the jerk baby do the jerk now hey put on your red dress and then you go downtown now i said buy yourself a shotgun now were gonna break it down baby now were gonna load it up baby now and then you shoot him for he runs now shotgun shoot em for he runs now do the jerk baby do the jerk now hey put on your high heels shoes i said were goin down here listen to em play blues were gonna dig potatoes were gonna pick tomatoes i said shotgun shoot em for he runs now do the jerk baby do the jerk now hey i said its twine time i said its twine time i said its twine time hey
70,Rhythm and Blues,Otis Redding,Fa-Fa-Fa-Fa-Fa (Sad Song),fafafafafafafafafa fafafafafafafafafa i keep singin them sad sad song yall sad song is of all i know i keep singin them sad sad song yall sad song is all i know it has a sweet melody tonight anybody can sing it any all time it got to your heart put you in a groove and when you sing this song it will make your whole body move it goes fafafafafafafafafa your turn ill turn fafafafafafafafafa your turn now all my life ive been singin them sad song trying to get my message to you but you see only song yall i can sing and when i can you singing my message will be to you it goes fafafafafafafafafa your turn now its a lovely song yall sweet music honey it feels to life over it tells a story over you got to get your message a stone message honey a lovely line baby ive been wanting a linewatch it fafafafafafafafafa your turn everybody its good everybody fafafafafafafafafa one more time fafafafafafafafafa throw me the line yall fafafafafafafafafa
71,Rhythm and Blues,King Floyd,Groove Me,uhh aww sookie sookie now hey oww uhh come on baby hey there sugar darlin let me tell you something girl ive been trying to say now you look so sweet and youre so doggone fine i just cant get you out of my mind youve become a sweet taste in my mouth now and i want you to be my spouse so that we can live happily nahnah in a great big ol roomy house and i know youre gonna groove me baby ah yeah now you make me feel good inside come on and groove me baby i need you to groove me ahh yeah now now darling uhh come on come on hey uhh hey there sugar darlin come on give me something girl ive been needing for days yes im good good loving with plenty plenty hugging ooh you cute little thang you girl between you and me nahnah we dont need no company no other man no other girl can enter into our world not as long as you groove me baby ahh come on make me feel good inside come on and groove me baby move me baby ahh sock it to me mama uhh ahh i like it like that baby uhh groove me baby hey uhh groove me darling come on come on i need you to sock it to me mama come on and groove me baby hey uhh good god it makes me feel so good inside mama now come on come on and uhh groove me baby groove me baby ahh sock it to me sock it to me rock it to me come on come on come on and uhh groove me mama i want you
72,Rhythm and Blues,Four Tops,Standing in the Shadows of Love,standing in the shadows of love im getting ready for the heartaches to come cant you see me standing in the shadows of love im getting ready for the heartaches to come i wanna run but theres no way to go cause heartaches will follow me i know without your love a love i need its the beginning of the end for me cuz youve taken away all of my reasons for living when you pushed aside all the love ive been giving now wait a minute didnt i treat you right now baby didnt i didnt i do the best i could now didnt i didnt i so dont you leave me standing in the shadows of love im getting ready for the heartaches to come dont you see me standing in the shadows of love trying the best to get ready for the heartaches to come all alone im destined to be with misery my only company it may come today and it might come tomorrow but its for sure ive aint got nothing but sorrow now wont your conscience kinda bother you how can you watch me cry after all ive done for you now hold on a minute gave you all the love i had now didnt i when you needed me i was always there now wasnt i standing in the shadows of love getting ready for the heartaches to come im trying not to cry out loud you know cryin it aint gonna help me none what did i do to cause all this grief now what did i say to make you wanna leave now wait a minute i gave my heart and soul to you now didnt i and didnt i always treat you good now didnt i im standing in the shadows of love im getting ready for the heartaches to come dont you see me standing in the shadows of love trying the best to get ready for the heartaches to come oh im standing in the shadows of love
73,Rhythm and Blues,Archie Bell and The Drells,Tighten Up,hi everybody im archie bell of the drells from houston texas we dont only sing but we dance just as good as we walk in houston we just started a new dance called the tighten up this is the music we tighten up with first tighten up on the drums come on now drummer i want you to tighten it up for me now oh yeah tighten up on that bass now tighten it up ha ha yeah now let that guitar fall in oh yeah tighten up on that organ now yeah you do the tighten up yeah now i said if you can do it now it sure would be tough now look here come on now now make it mellow lets tighten it up now do the tighten up everybody can do it now so get to it were gonna tighten up lets do the tighten up you can do it now so baby get to it look to your left now look to your right everybody can do it but dont you get too tight come on and tighten up lets tighten it up now lets tighten it up now tighten it up do the tighten up come and tighten it up tighten it up now come on now billy tighten it up oh yeah sock it to me now tighten it up come on and tighten up that bass oh yeah now look here i want that guitar to fall in on there tighten it up now oh yeah now tighten it up organ yeah now everybody tighten it up now now look here we gonna make it mellow for you now we gonna make it mellow now tighten it up you can get it move to your left move to your right tighten it up now everything will be outta sight come on and tighten it up tighten it up now you can do it
74,Rhythm and Blues,Bill Withers,Lean On Me,sometimes in our lives we all have pain we all have sorrow but if we are wise we know that theres always tomorrow lean on me when youre not strong and ill be your friend ill help you carry on for it wont be long till im gonna need somebody to lean on please swallow your pride if i have things you need to borrow for no one can fill those of your needs that you wont let show you just call on me brother when you need a hand we all need somebody to lean on i just might have a problem that youll understand we all need somebody to lean on lean on me when youre not strong and ill be your friend ill help you carry on for it wont be long till im gonna need somebody to lean on you just call on me brother when you need a hand we all need somebody to lean on i just might have a problem that youll understand we all need somebody to lean on if there is a load you have to bear that you cant carry im right up the road ill share your load if you just call me call me if you need a friend  call me call me call me if you need a friend  call me if you ever need a friend  call me call me call me call me call me call me call me call me call me if you need a friend call me call me call me call me call me call me call me call me call me
75,Rhythm and Blues,War,Low Rider,instrumental all my friends know the low rider the low rider is a little higher low rider drivers a little slower low rider is a real goer low rider knows every street yeah low rider is the one to meet yeah low rider dont use no gas now low rider dont driver to fast the end
76,Rhythm and Blues,The Temptations,I Can't Get Next to You,hold it everybody hold it hold it listen i can turn the gray sky blue i can make it rain whenever i want it to oh i can build a castle from a single grain of sand i can make a ship sail huh on dry land but my life is incomplete and im so blue cause i cant get next to you next to you i just cant get next you i can fly like a bird in the sky hey and i can buy anything that money can buy oh i can turn a river into a raging fire i can live forever if i so desire unimportant are all the things i can do cause i cant get next to you no matter what i do uhyah ooh ooh chicka boom chicka boom chicka boom boom boom i can turn back the hands of time you better believe i can i can make the seasons change just by waving my hand oh i can change anything from old to new the things i want to do the most im unable to do unhappy am i with all the powers i possess cause girl youre the key to my happiness and i cant get next to you girl youre blowing my mind cause i cant get next to you cant you see these tears im crying i cant get next to you girl its you that i need i gotta get next to you cant you see these tears im crying i cant get next to you i i i i i cant get next to you i i i i i cant get next to you girl youre blowing my mind
77,Rhythm and Blues,The O'Jays,Love Train,"the ojays miscellaneous love train love train the ojays people all over the world everybody join hands join start a love train love train people all over the world all the world now join hands love ride start a love train love ride love train the next stop that we make will be soon tell all the folks in russia and china too dont you know that its time to get on board and let this train keep on riding riding on through well well people all over the world you dont need no money join hands come on start a love train love train dont need no ticket come on people all over the world join in ride this train join in ride this train yall start a love train come on train love train <span class""icomment"" datachunkid""6106"" href""http//wwwsonglyricscom/annot6106"">all of you brothers over in africa tell all the folks in egypt and israel too please dont miss this train at the station cause if you miss it i feel sorry sorry for you well people all over the world sisters and brothers join hands join come on start a love train ride this train yall love train come on people all over the world dont need no tickets join hands come on ride start a love train love train ride let it ride let it ride let it ride people aint no war people all over the world on this train join in ride the train start a love train love train ride the train yall people all over the world come on join hands you can ride or stand yeah start a love train love train makin love people all over the world round the world yall join hands come on start a love train love train"
78,Rhythm and Blues,The Drifters,Honey Love,love me love me love me love melo love me love me love me love melo love me love me love me love me love me love me love me love me love melo i need it i need it when the moon is bright i need it i need it when you hold me tight i need it i need it in the middle of the night i need your honey love i want it i want it when the lights are low i want it i want it just before you go i want it i want it because i love you so have a little amercy and give some honey love now throw your arms around me pretend that youre lovin dove now you squeeze squeeze squeeze squeeze squeeze squeeze squeeze thats the honey love im gonna get it get it in the morning sun im gonna get it get it when the day is done im gonna get it get it cause its so much fun im gonna get me some honey love yes i love it i love it cause it feels so fine i love it i love it yes it thrills my spine i love it i love it cause youre mine all mine i love your honey love love me love me love me love melo love me love me love me love melo love me love me love me love me love me love me love me love me love melo lets you and me get cozy just like the fingers in a glovea lets kiss kiss kiss kiss kiss kiss kiss kiss thats the honey love i need it i need it when the moon is bright i need it i need it awhen you hold me tight i need it i need it in the middle of the night i need honey love i need honey love i need honey love i need honey love  get it boy i need your honey love
79,Rhythm and Blues,Wilson Pickett,Mustang Sally,mustang sally guess you better slow your mustang down what i said now mustang sally now baby oh lord i guess you better slow your mustang down ha o yeah you been a runnin all over town now i guess ill better put your flat feet on the ground ha will i said now all you wanna do is ride around sally ride sally ride all you wanna do is ride around sally ride sally ride all you wanna do is ride around sally huh ride sally ride all you wanna do is ride around sally ride sally ride one of these early mornings hey you gonna be wipin your weepin eyes ha i said now i bought you a vintage mustang of nineteen sixtyfive ha now you comin right signifyin woman you dont wanna let me ride mustang sally baby o lord i guess you better slow that mustang down ha o lord lookee you been running all over town i gotta put your flat feet on the ground what i said now listen to me one more time yall all you wanna do is ride around sally ride sally ride all you wanna do is just ride around sally ride sally ride all you wanna do is just ride around sally ride sally ride
80,Rhythm and Blues,Smokey Robinson and The Miracles,You Really Got A Hold On Me,i dont like you but i love you seems that im always thinkin of you though you treat me badly i love you madly you really got a hold on me you really got a hold on me you really got a hold on me really got a hold on me baby i dont like you but i need you dont wanna kiss you but i need to though you do me wrong now my love is strong now you really got a hold on me you really got a hold on me you really got a hold on me really got a hold on me baby i love you and all i want you to do is just hold me hold me hold me tighter tighter i wanna leave you dont wanna stay here dont wanna spend another day here though i gotta split now i cant quit now you really got a hold on me you really got a hold on me you really got a hold on me really got a hold on me you really got a hold on me you really got a hold on me you really got a hold on me really got a hold on me you really got a hold on me you really got a hold on me you really got a hold on me really got a hold on me you really got a hold on me you really got a hold on me you really got a hold on me really got a hold on me
81,Rhythm and Blues,Barry White,What Am I Gonna Do with You,you got me doin it you got me doin it you got me doin it you got me doin it got me doin it got me doin it oh baby sweet babe what am i gonna do baby sweet babe my babe what am i gonna do with you been makin love for hours and baby were still goin strong girl this night is ours and ooh i swear i feel it comin on oh i know when we get through girl i wont be able to move i dont know just what you got i just dont what you to stop givin me all of me baby oh babe what am i gonna do baby sweet babe my babe what am i gonna do with you ooh what a groove love how you do it aint what you got babe girl its how you use it stay right there right there dont you move you dont know what im going through girl you made me give it up youre unreal youre just too much you know how to make me ooh baby ooh baby ooh ooh baby oh baby oh baby girl what am i gonna do baby sweet babe my babe what am i gonna do with you baby oh babe tell me what am i gonna do with you baby sweet babe my babe girl what am i gonna do with you oh baby oh babe oh babe sweet babe sweet babe sweet babe
82,Rhythm and Blues,Screamin' Jay Hawkins,I Put a Spell on You,i put a spell on you because youre mine stop the things you do watch out i aint lyin yeah i cant stand it youre runnin around i cant stand it no put me down i put a spell on you because youre mine oh yeah stop the things you do watch out i aint lyin i love you i love you i love you i love you anyhow and i dont care if you dont want me im yours right now i put a spell on you because youre mine
83,Rhythm and Blues,Clarence Carter,Patches,"spoken i was born and raised down in alabama on a farm way back up in the woods i was so ragged the folks used to call me patches papa used to tease me about it course deep down inside he was hurt cause hed done all he could my papa was a great old man i can see him with a shovel in his hand see education he never had he did wonders when the times got bad the little money from the crops he raised barely paid the bills we made oh life had kicked him down to the ground when he tried to get up life would kick him back down one day papa called me to his dyin bed put his hands on my shoulders and in tears he said he said ""patches im dep on you son to pull the family through my son its all left up to you"" spoken two days later papa passed away and i became a man that day so i told mama i was gonna quit school but she said that was daddys strictest rule so every morning fore i went to school i fed the chickens and i chopped wood too sometimes i felt that i couldnt go on i wanted to leave just run away from home but i would remember what my daddy said with tears in his eyes on his dyin bed he said ""patches im dep on you son i tried to do my best its up to you to do the rest"" spoken then one day a strong rain came and washed all the crops away and at the age of thirteen i thought i was carrying the weight of the whole world on my shoulders and you know mama knew what i was going through cause everyday i had to work the fields cause thats the only way we got our meals see i was the oldest of the family and everybody else depended on me every night i heard my mama pray ""lord give him strength to make another day"" though years have passed and all the kids are grown the angels took mama to a brand new home lord knows people i shed a tear my daddys voice helped me through the years sayin ""patches im dep on you son to pull the family through my son its all left up to you"" oh i could still hear papas voice sayin ""patches im dep on you son i tried to do my best its up to you to do the rest"" i could still hear papa when hes sayin ""patches im dep on you son to pull the family through my son its all left up to you"" fade"
84,Rhythm and Blues,Earth Wind And Fire,Serpentine Fire,earth wind and fire all n all serpentine fire when i see youre face like the mornin sun you spark me to shine tell all the world my need is fulfilled and thats a new design as long as youre near there is no fear of a victory but when im away influences stray my mind to disagree i wanna see your face in the morning sun ignite my energy the cause and effect of you has brought new meaning in my life to me gonna tell a story morning glory all about the serpentine fire gonna tell a story morning glory all about the serpentine fire oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah i need to see your face like the morning sun ignite my energy the cause and effect of you has brought new meaning in my life to me the moments i find when im inclined to do my best negative wins when i give in and then i lose the test not many times gonna tell a story morning glory all about the serpentine fire surely as life begun you will as one battle with the serpentine fire oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah surely as life begun you will as one battle with the serpentine fire surely as life begun you will as one battle with the serpentine fire gonna tell a story morning glory all about the serpentine fire
85,Rhythm and Blues,James Brown,Cold Sweat,ha i dont care ha about your past i just want ho our love to last uh i dont care darlin about your faults huh i just want to satisfy your pulse ohh when you kiss me when you mess me hold my hand make me understand i break out in a cold sweat ho uh ho i dont care about your wants i just wanna ha tell ya about the dos and donts i dont care about the way you treat me darlin ha i just want ha to understand me honey ohh when you kiss me no and ya miss me you hold me tight make everything all right i break out in a cold sweat hey mercy on me cmon now brother put it put it where its at now ahh let me have it uh
86,Rhythm and Blues,Brook Benton,Rainy Night In Georgia,"hoverin by my suitcase tryin to find a warm place to spend the night heavy rain fallin seems i hear your voice callin ""its all right"" a rainy night in georgia a rainy night in georgia it seems like its rainin all over the world i feel like its rainin all over the world neon signs aflashin taxi cabs and buses passin through the night a distant moanin of a train seems to play a sad refrain to the night a rainy night in georgia such a rainy night in georgia lord i believe its rainin all over the world i feel like its rainin all over the world how many times i wondered it still comes out the same no matter how you look at it or think of it its life and you just got to play the game i find me a place in a box car so i take my guitar to pass some time late at night when its hard to rest i hold your picture to my chest and i feel fine but its a rainy night in georgia baby its a rainy night in georgia i feel its rainin all over the world kinda lonely now and its rainin all over the world oh have you ever been lonely people and you feel that it was rainin all over this mans world youre talking bout rainin rainin rainin rainin rainin rainin rainin rainin rainin rainin rainin rainin rainin rainin over the world i said now rainin rainin rainin"
87,Rhythm and Blues,Al Green,Take Me To the River,i dont know why i love you like i do after all these changes that you put me through you stole my money and my cigarettes and i havent seen hide nor hair of you yet i wanna know wont you tell me am i in love to stay take me to the river and wash me down wont you cleanse my soul put my feet on the ground i dont know why she treated me so bad look at all those things that we could have had love is a notion that i cant forget my sweet sixteen i will never regret i wanna know wont you tell me am i in love to stay hold me love me please me tease me till i cant till i cant take no more take me to the river i dont know why i love you like i do after all the things that you put me through the sixteen candles burning on my wall turning me into the biggest fool of them all i wanna know oh wont you tell me am i in love to stay i wanna know take me to the river i wanna know i want you to dip me in the water i wanna know wont you wash me in the water wash me in the water wash me in the water wont you wash me in the water feeling good
88,Rhythm and Blues,Chuck Willis,C.C. Rider,c c rider elvis presley well now see c c rider well now see see what you have done well now see c c rider well now see see what you have done well you made me love you woman now your man has come so im goin away now baby and i wont be back till fall im goin away now baby and i wont be back till fall just might find me a good girl might not be comin back at all well now see c c rider see now the moon is shining bright well now see c c rider see now the moon is shining bright just might find me that good girl and everything would be alright
